-182.211, 78.313, 1.764,  1.765
-182.172, 78.269, 1.760,  1.798
-182.135, 78.224, 1.758,  1.831
-182.097, 78.178, 1.757,  1.864
-182.060, 78.133, 1.758,  1.897
-182.023, 78.087, 1.760,  1.930
-181.987, 78.041, 1.763,  1.963
-181.951, 77.994, 1.766,  1.996
-181.916, 77.947, 1.771,  2.029
-181.881, 77.899, 1.776,  2.062
-181.847, 77.851, 1.781,  2.095
-181.813, 77.801, 1.786,  2.128
-181.780, 77.752, 1.790,  2.161
-181.747, 77.701, 1.795,  2.194
-181.716, 77.651, 1.799,  2.227
-181.685, 77.599, 1.802,  2.260
-181.654, 77.547, 1.805,  2.293
-181.625, 77.494, 1.809,  2.326
-181.596, 77.441, 1.812,  2.359
-181.568, 77.387, 1.815,  2.392
-181.541, 77.332, 1.818,  2.425
-181.515, 77.277, 1.821,  2.458
-181.489, 77.221, 1.825,  2.491
-181.464, 77.164, 1.829,  2.524
-181.441, 77.107, 1.834,  2.557
-181.418, 77.049, 1.839,  2.590
-181.396, 76.991, 1.844,  2.623
-181.375, 76.932, 1.849,  2.656
-181.355, 76.872, 1.856,  2.689
-181.335, 76.812, 1.862,  2.722
-181.317, 76.751, 1.868,  2.755
-181.299, 76.690, 1.874,  2.788
-181.282, 76.628, 1.879,  2.821
-181.267, 76.566, 1.885,  2.854
-181.251, 76.503, 1.891,  2.887
-181.237, 76.439, 1.898,  2.920
-181.224, 76.376, 1.906,  2.953
-181.211, 76.312, 1.914,  2.986
-181.199, 76.247, 1.922,  3.019
-181.188, 76.182, 1.931,  3.052
-181.178, 76.116, 1.939,  3.085
-181.168, 76.050, 1.947,  3.118
-181.160, 75.984, 1.956,  3.151
-181.151, 75.917, 1.963,  3.184
-181.144, 75.850, 1.971,  3.217
-181.137, 75.783, 1.978,  3.250
-181.131, 75.715, 1.986,  3.283
-181.125, 75.648, 1.993,  3.316
-181.120, 75.580, 2.000,  3.349
-181.116, 75.511, 2.006,  3.382
-181.112, 75.443, 2.013,  3.415
-181.109, 75.374, 2.020,  3.448
-181.106, 75.305, 2.026,  3.481
-181.104, 75.236, 2.033,  3.514
-181.102, 75.167, 2.040,  3.547
-181.101, 75.097, 2.046,  3.580
-181.100, 75.027, 2.053,  3.613
-181.100, 74.958, 2.060,  3.646
-181.100, 74.888, 2.066,  3.679
-181.100, 74.817, 2.073,  3.712
-181.101, 74.747, 2.080,  3.745
-181.103, 74.676, 2.087,  3.778
-181.104, 74.606, 2.093,  3.811
-181.106, 74.535, 2.100,  3.844
-181.108, 74.464, 2.107,  3.877
-181.111, 74.392, 2.114,  3.910
-181.114, 74.321, 2.121,  3.943
-181.117, 74.249, 2.128,  3.976
-181.120, 74.177, 2.135,  4.009
-181.123, 74.106, 2.141,  4.042
-181.127, 74.033, 2.148,  4.075
-181.131, 73.961, 2.155,  4.108
-181.135, 73.889, 2.161,  4.141
-181.140, 73.816, 2.168,  4.174
-181.144, 73.743, 2.175,  4.207
-181.149, 73.670, 2.181,  4.240
-181.153, 73.597, 2.188,  4.273
-181.158, 73.524, 2.195,  4.306
-181.163, 73.450, 2.202,  4.339
-181.168, 73.376, 2.209,  4.372
-181.173, 73.302, 2.216,  4.405
-181.179, 73.228, 2.223,  4.438
-181.184, 73.154, 2.230,  4.471
-181.189, 73.079, 2.237,  4.504
-181.195, 73.004, 2.244,  4.537
-181.200, 72.929, 2.251,  4.570
-181.205, 72.854, 2.258,  4.603
-181.211, 72.779, 2.265,  4.636
-181.216, 72.703, 2.272,  4.669
-181.222, 72.627, 2.279,  4.702
-181.227, 72.551, 2.286,  4.735
-181.232, 72.475, 2.293,  4.768
-181.238, 72.398, 2.300,  4.801
-181.243, 72.322, 2.307,  4.834
-181.248, 72.245, 2.315,  4.867
-181.253, 72.167, 2.322,  4.900
-181.258, 72.090, 2.329,  4.933
-181.263, 72.012, 2.337,  4.966
-181.268, 71.934, 2.344,  4.999
-181.273, 71.856, 2.351,  5.032
-181.277, 71.777, 2.359,  5.065
-181.282, 71.699, 2.366,  5.098
-181.287, 71.620, 2.374,  5.131
-181.291, 71.541, 2.381,  5.164
-181.296, 71.461, 2.389,  5.197
-181.300, 71.381, 2.397,  5.230
-181.304, 71.301, 2.404,  5.263
-181.308, 71.221, 2.412,  5.296
-181.312, 71.141, 2.420,  5.329
-181.316, 71.060, 2.428,  5.362
-181.319, 70.979, 2.435,  5.395
-181.323, 70.897, 2.443,  5.428
-181.326, 70.816, 2.451,  5.461
-181.330, 70.734, 2.459,  5.494
-181.333, 70.652, 2.467,  5.527
-181.336, 70.570, 2.474,  5.560
-181.339, 70.487, 2.482,  5.593
-181.342, 70.404, 2.490,  5.626
-181.345, 70.321, 2.498,  5.659
-181.348, 70.237, 2.506,  5.692
-181.350, 70.154, 2.515,  5.725
-181.353, 70.070, 2.523,  5.758
-181.355, 69.985, 2.531,  5.791
-181.357, 69.901, 2.540,  5.824
-181.359, 69.816, 2.548,  5.857
-181.362, 69.731, 2.557,  5.890
-181.363, 69.646, 2.565,  5.923
-181.365, 69.560, 2.573,  5.956
-181.367, 69.474, 2.582,  5.989
-181.369, 69.388, 2.590,  6.022
-181.370, 69.301, 2.599,  6.055
-181.372, 69.214, 2.607,  6.088
-181.373, 69.127, 2.615,  6.121
-181.375, 69.040, 2.624,  6.154
-181.376, 68.952, 2.632,  6.187
-181.377, 68.864, 2.641,  6.220
-181.378, 68.776, 2.649,  6.253
-181.379, 68.687, 2.658,  6.286
-181.380, 68.598, 2.667,  6.319
-181.381, 68.509, 2.675,  6.352
-181.382, 68.420, 2.684,  6.385
-181.382, 68.330, 2.693,  6.418
-181.383, 68.240, 2.701,  6.451
-181.384, 68.150, 2.710,  6.484
-181.384, 68.059, 2.719,  6.517
-181.385, 67.969, 2.728,  6.550
-181.385, 67.877, 2.737,  6.583
-181.385, 67.786, 2.746,  6.616
-181.386, 67.694, 2.755,  6.649
-181.386, 67.602, 2.764,  6.682
-181.386, 67.510, 2.773,  6.715
-181.386, 67.417, 2.783,  6.748
-181.387, 67.324, 2.792,  6.781
-181.387, 67.231, 2.801,  6.814
-181.387, 67.137, 2.810,  6.847
-181.387, 67.043, 2.819,  6.880
-181.387, 66.949, 2.829,  6.913
-181.387, 66.855, 2.838,  6.946
-181.387, 66.760, 2.847,  6.979
-181.387, 66.665, 2.856,  7.012
-181.387, 66.569, 2.866,  7.045
-181.386, 66.473, 2.875,  7.078
-181.386, 66.377, 2.885,  7.111
-181.386, 66.281, 2.894,  7.144
-181.386, 66.184, 2.904,  7.177
-181.386, 66.087, 2.913,  7.210
-181.386, 65.990, 2.923,  7.243
-181.385, 65.892, 2.933,  7.276
-181.385, 65.794, 2.942,  7.309
-181.385, 65.696, 2.952,  7.342
-181.385, 65.597, 2.962,  7.375
-181.385, 65.498, 2.972,  7.408
-181.384, 65.399, 2.981,  7.441
-181.384, 65.299, 2.991,  7.474
-181.384, 65.199, 3.001,  7.507
-181.384, 65.099, 3.011,  7.540
-181.383, 64.998, 3.021,  7.573
-181.383, 64.897, 3.031,  7.606
-181.383, 64.796, 3.041,  7.639
-181.383, 64.695, 3.051,  7.672
-181.382, 64.593, 3.061,  7.705
-181.382, 64.490, 3.071,  7.738
-181.382, 64.388, 3.081,  7.771
-181.382, 64.285, 3.091,  7.804
-181.382, 64.181, 3.101,  7.837
-181.381, 64.078, 3.112,  7.870
-181.381, 63.974, 3.122,  7.903
-181.381, 63.869, 3.132,  7.936
-181.381, 63.765, 3.143,  7.969
-181.381, 63.660, 3.153,  8.002
-181.380, 63.554, 3.164,  8.035
-181.380, 63.449, 3.174,  8.068
-181.380, 63.343, 3.185,  8.101
-181.380, 63.236, 3.195,  8.134
-181.380, 63.129, 3.206,  8.167
-181.380, 63.022, 3.216,  8.200
-181.380, 62.915, 3.227,  8.233
-181.380, 62.807, 3.238,  8.266
-181.379, 62.699, 3.248,  8.299
-181.379, 62.590, 3.259,  8.332
-181.379, 62.481, 3.270,  8.365
-181.379, 62.372, 3.281,  8.398
-181.379, 62.262, 3.292,  8.431
-181.379, 62.152, 3.302,  8.464
-181.379, 62.042, 3.313,  8.497
-181.379, 61.931, 3.324,  8.530
-181.379, 61.820, 3.335,  8.563
-181.379, 61.709, 3.346,  8.596
-181.379, 61.597, 3.357,  8.629
-181.379, 61.485, 3.369,  8.662
-181.379, 61.372, 3.380,  8.695
-181.379, 61.259, 3.391,  8.728
-181.379, 61.146, 3.402,  8.761
-181.379, 61.032, 3.413,  8.794
-181.379, 60.918, 3.425,  8.827
-181.379, 60.804, 3.436,  8.860
-181.380, 60.689, 3.448,  8.893
-181.380, 60.574, 3.459,  8.926
-181.380, 60.458, 3.471,  8.959
-181.380, 60.342, 3.482,  8.992
-181.380, 60.226, 3.494,  9.025
-181.380, 60.109, 3.505,  9.058
-181.380, 59.992, 3.517,  9.091
-181.380, 59.874, 3.528,  9.124
-181.380, 59.756, 3.540,  9.157
-181.381, 59.638, 3.552,  9.190
-181.381, 59.519, 3.564,  9.223
-181.381, 59.400, 3.575,  9.256
-181.381, 59.281, 3.587,  9.289
-181.381, 59.161, 3.599,  9.322
-181.381, 59.041, 3.611,  9.355
-181.381, 58.920, 3.623,  9.388
-181.382, 58.799, 3.635,  9.421
-181.382, 58.678, 3.647,  9.454
-181.382, 58.556, 3.659,  9.487
-181.382, 58.433, 3.671,  9.520
-181.382, 58.311, 3.684,  9.553
-181.382, 58.188, 3.696,  9.586
-181.383, 58.064, 3.708,  9.619
-181.383, 57.940, 3.721,  9.652
-181.383, 57.816, 3.733,  9.685
-181.383, 57.691, 3.745,  9.718
-181.383, 57.566, 3.758,  9.751
-181.383, 57.440, 3.770,  9.784
-181.384, 57.314, 3.783,  9.817
-181.384, 57.188, 3.795,  9.850
-181.384, 57.061, 3.808,  9.883
-181.384, 56.934, 3.821,  9.916
-181.384, 56.806, 3.833,  9.949
-181.384, 56.678, 3.846,  9.982
-181.385, 56.550, 3.859, 10.015
-181.385, 56.421, 3.872, 10.048
-181.385, 56.291, 3.885, 10.081
-181.385, 56.161, 3.897, 10.114
-181.385, 56.031, 3.910, 10.147
-181.385, 55.900, 3.923, 10.180
-181.385, 55.769, 3.936, 10.213
-181.386, 55.638, 3.949, 10.246
-181.386, 55.506, 3.962, 10.279
-181.386, 55.374, 3.974, 10.312
-181.386, 55.241, 3.987, 10.345
-181.386, 55.107, 4.000, 10.378
-181.386, 54.974, 4.013, 10.411
-181.387, 54.840, 4.027, 10.444
-181.387, 54.705, 4.040, 10.477
-181.387, 54.570, 4.053, 10.510
-181.387, 54.435, 4.066, 10.543
-181.387, 54.299, 4.079, 10.576
-181.387, 54.163, 4.093, 10.609
-181.387, 54.026, 4.106, 10.642
-181.388, 53.889, 4.119, 10.675
-181.388, 53.751, 4.133, 10.708
-181.388, 53.613, 4.146, 10.741
-181.388, 53.474, 4.160, 10.774
-181.388, 53.335, 4.174, 10.807
-181.388, 53.196, 4.187, 10.840
-181.388, 53.056, 4.201, 10.873
-181.389, 52.915, 4.215, 10.906
-181.389, 52.775, 4.229, 10.939
-181.389, 52.633, 4.243, 10.972
-181.389, 52.491, 4.257, 11.005
-181.389, 52.349, 4.271, 11.038
-181.389, 52.207, 4.285, 11.071
-181.389, 52.063, 4.299, 11.104
-181.389, 51.920, 4.313, 11.137
-181.389, 51.776, 4.327, 11.170
-181.390, 51.631, 4.341, 11.203
-181.390, 51.486, 4.355, 11.236
-181.390, 51.340, 4.370, 11.269
-181.390, 51.194, 4.384, 11.302
-181.390, 51.048, 4.398, 11.335
-181.390, 50.901, 4.413, 11.368
-181.390, 50.753, 4.427, 11.401
-181.390, 50.605, 4.442, 11.434
-181.390, 50.457, 4.456, 11.467
-181.390, 50.308, 4.471, 11.500
-181.391, 50.159, 4.486, 11.533
-181.391, 50.009, 4.501, 11.566
-181.391, 49.858, 4.516, 11.599
-181.391, 49.707, 4.531, 11.632
-181.391, 49.556, 4.546, 11.665
-181.391, 49.404, 4.561, 11.698
-181.391, 49.252, 4.576, 11.731
-181.391, 49.099, 4.591, 11.764
-181.391, 48.945, 4.606, 11.797
-181.391, 48.792, 4.621, 11.830
-181.391, 48.637, 4.636, 11.863
-181.391, 48.482, 4.651, 11.896
-181.391, 48.327, 4.666, 11.929
-181.391, 48.171, 4.682, 11.962
-181.391, 48.014, 4.697, 11.995
-181.392, 47.857, 4.713, 12.028
-181.392, 47.700, 4.728, 12.061
-181.392, 47.542, 4.744, 12.094
-181.392, 47.383, 4.759, 12.127
-181.392, 47.224, 4.775, 12.160
-181.392, 47.065, 4.791, 12.193
-181.392, 46.905, 4.807, 12.226
-181.392, 46.744, 4.822, 12.259
-181.392, 46.583, 4.838, 12.292
-181.392, 46.421, 4.854, 12.325
-181.392, 46.259, 4.870, 12.358
-181.392, 46.096, 4.886, 12.391
-181.392, 45.933, 4.902, 12.424
-181.392, 45.769, 4.918, 12.457
-181.392, 45.605, 4.935, 12.490
-181.392, 45.440, 4.951, 12.523
-181.392, 45.275, 4.967, 12.556
-181.392, 45.109, 4.984, 12.589
-181.392, 44.942, 5.000, 12.622
-181.392, 44.775, 5.017, 12.655
-181.392, 44.607, 5.033, 12.688
-181.392, 44.439, 5.050, 12.721
-181.392, 44.270, 5.067, 12.754
-181.392, 44.101, 5.083, 12.787
-181.392, 43.931, 5.098, 12.820
-181.392, 43.761, 5.109, 12.853
-181.392, 43.591, 5.106, 12.886
-181.392, 43.421, 5.091, 12.919
-181.392, 43.252, 5.078, 12.952
-181.392, 43.083, 5.069, 12.985
-181.392, 42.914, 5.065, 13.018
-181.392, 42.746, 5.068, 13.051
-181.392, 42.576, 5.077, 13.084
-181.392, 42.407, 5.092, 13.117
-181.392, 42.236, 5.113, 13.150
-181.392, 42.065, 5.140, 13.183
-181.392, 41.893, 5.172, 13.216
-181.392, 41.719, 5.208, 13.249
-181.392, 41.545, 5.248, 13.282
-181.392, 41.368, 5.290, 13.315
-181.392, 41.191, 5.334, 13.348
-181.392, 41.012, 5.378, 13.381
-181.392, 40.831, 5.420, 13.414
-181.392, 40.649, 5.461, 13.447
-181.392, 40.466, 5.498, 13.480
-181.392, 40.282, 5.530, 13.513
-181.392, 40.097, 5.558, 13.546
-181.392, 39.911, 5.582, 13.579
-181.392, 39.724, 5.601, 13.612
-181.392, 39.537, 5.616, 13.645
-181.392, 39.350, 5.628, 13.678
-181.392, 39.162, 5.636, 13.711
-181.391, 38.974, 5.643, 13.744
-181.391, 38.786, 5.648, 13.777
-181.391, 38.598, 5.652, 13.810
-181.391, 38.410, 5.657, 13.843
-181.391, 38.221, 5.662, 13.876
-181.391, 38.032, 5.669, 13.909
-181.391, 37.843, 5.677, 13.942
-181.391, 37.653, 5.688, 13.975
-181.391, 37.464, 5.701, 14.008
-181.391, 37.273, 5.716, 14.041
-181.391, 37.082, 5.733, 14.074
-181.391, 36.890, 5.753, 14.107
-181.391, 36.698, 5.775, 14.140
-181.391, 36.505, 5.799, 14.173
-181.390, 36.311, 5.825, 14.206
-181.390, 36.116, 5.852, 14.239
-181.390, 35.920, 5.880, 14.272
-181.390, 35.723, 5.908, 14.305
-181.390, 35.525, 5.936, 14.338
-181.390, 35.326, 5.964, 14.371
-181.390, 35.127, 5.991, 14.404
-181.390, 34.926, 6.017, 14.437
-181.389, 34.725, 6.042, 14.470
-181.389, 34.523, 6.065, 14.503
-181.389, 34.320, 6.087, 14.536
-181.389, 34.117, 6.107, 14.569
-181.389, 33.913, 6.126, 14.602
-181.389, 33.708, 6.144, 14.635
-181.389, 33.503, 6.161, 14.668
-181.389, 33.297, 6.177, 14.701
-181.388, 33.091, 6.193, 14.734
-181.388, 32.884, 6.208, 14.767
-181.388, 32.677, 6.224, 14.800
-181.388, 32.469, 6.241, 14.833
-181.388, 32.260, 6.257, 14.866
-181.388, 32.051, 6.275, 14.899
-181.387, 31.841, 6.293, 14.932
-181.387, 31.631, 6.312, 14.965
-181.387, 31.420, 6.333, 14.998
-181.387, 31.208, 6.354, 15.031
-181.387, 30.996, 6.376, 15.064
-181.387, 30.783, 6.398, 15.097
-181.386, 30.569, 6.422, 15.130
-181.386, 30.354, 6.446, 15.163
-181.386, 30.139, 6.470, 15.196
-181.386, 29.922, 6.494, 15.229
-181.386, 29.705, 6.519, 15.262
-181.385, 29.487, 6.543, 15.295
-181.385, 29.268, 6.568, 15.328
-181.385, 29.049, 6.591, 15.361
-181.385, 28.828, 6.615, 15.394
-181.384, 28.607, 6.638, 15.427
-181.384, 28.385, 6.660, 15.460
-181.384, 28.162, 6.682, 15.493
-181.384, 27.939, 6.704, 15.526
-181.383, 27.715, 6.725, 15.559
-181.383, 27.490, 6.746, 15.592
-181.383, 27.265, 6.766, 15.625
-181.383, 27.039, 6.787, 15.658
-181.382, 26.812, 6.807, 15.691
-181.382, 26.585, 6.828, 15.724
-181.382, 26.356, 6.848, 15.757
-181.382, 26.128, 6.869, 15.790
-181.381, 25.898, 6.890, 15.823
-181.381, 25.668, 6.912, 15.856
-181.381, 25.437, 6.934, 15.889
-181.381, 25.205, 6.956, 15.922
-181.380, 24.972, 6.979, 15.955
-181.380, 24.739, 7.003, 15.988
-181.380, 24.505, 7.026, 16.021
-181.379, 24.270, 7.050, 16.054
-181.379, 24.035, 7.074, 16.087
-181.379, 23.798, 7.099, 16.120
-181.378, 23.561, 7.123, 16.153
-181.378, 23.323, 7.148, 16.186
-181.378, 23.084, 7.172, 16.219
-181.377, 22.844, 7.197, 16.252
-181.377, 22.603, 7.221, 16.285
-181.377, 22.362, 7.246, 16.318
-181.376, 22.120, 7.270, 16.351
-181.376, 21.877, 7.294, 16.384
-181.376, 21.633, 7.318, 16.417
-181.375, 21.389, 7.342, 16.450
-181.375, 21.143, 7.366, 16.483
-181.375, 20.897, 7.390, 16.516
-181.374, 20.650, 7.414, 16.549
-181.374, 20.402, 7.438, 16.582
-181.373, 20.154, 7.462, 16.615
-181.373, 19.904, 7.486, 16.648
-181.373, 19.654, 7.510, 16.681
-181.372, 19.403, 7.534, 16.714
-181.372, 19.152, 7.558, 16.747
-181.371, 18.899, 7.583, 16.780
-181.371, 18.646, 7.607, 16.813
-181.371, 18.391, 7.632, 16.846
-181.370, 18.136, 7.657, 16.879
-181.370, 17.880, 7.681, 16.912
-181.369, 17.624, 7.706, 16.945
-181.369, 17.366, 7.731, 16.978
-181.368, 17.108, 7.757, 17.011
-181.368, 16.849, 7.782, 17.044
-181.367, 16.589, 7.807, 17.077
-181.367, 16.328, 7.833, 17.110
-181.367, 16.066, 7.859, 17.143
-181.366, 15.803, 7.885, 17.176
-181.366, 15.540, 7.911, 17.209
-181.365, 15.276, 7.937, 17.242
-181.365, 15.010, 7.963, 17.275
-181.364, 14.744, 7.989, 17.308
-181.364, 14.477, 8.016, 17.341
-181.363, 14.209, 8.043, 17.374
-181.363, 13.941, 8.069, 17.407
-181.362, 13.671, 8.096, 17.440
-181.361, 13.400, 8.123, 17.473
-181.361, 13.129, 8.150, 17.506
-181.360, 12.857, 8.177, 17.539
-181.360, 12.583, 8.204, 17.572
-181.359, 12.309, 8.231, 17.605
-181.359, 12.034, 8.258, 17.638
-181.358, 11.758, 8.285, 17.671
-181.358, 11.481, 8.313, 17.704
-181.357, 11.204, 8.340, 17.737
-181.356, 10.925, 8.368, 17.770
-181.356, 10.645, 8.395, 17.803
-181.355, 10.365, 8.423, 17.836
-181.355, 10.083, 8.450, 17.869
-181.354, 9.801, 8.478, 17.902
-181.353, 9.518, 8.506, 17.935
-181.353, 9.233, 8.534, 17.968
-181.352, 8.948, 8.562, 18.001
-181.351, 8.662, 8.590, 18.034
-181.351, 8.375, 8.619, 18.067
-181.350, 8.087, 8.647, 18.100
-181.349, 7.798, 8.676, 18.133
-181.349, 7.508, 8.704, 18.166
-181.348, 7.217, 8.733, 18.199
-181.347, 6.925, 8.762, 18.232
-181.347, 6.633, 8.791, 18.265
-181.346, 6.339, 8.820, 18.298
-181.345, 6.044, 8.849, 18.331
-181.345, 5.748, 8.878, 18.364
-181.344, 5.452, 8.907, 18.397
-181.343, 5.154, 8.937, 18.430
-181.342, 4.855, 8.966, 18.463
-181.342, 4.556, 8.996, 18.496
-181.341, 4.255, 9.025, 18.529
-181.340, 3.954, 9.055, 18.562
-181.339, 3.651, 9.085, 18.595
-181.339, 3.347, 9.115, 18.628
-181.338, 3.043, 9.145, 18.661
-181.337, 2.737, 9.175, 18.694
-181.336, 2.431, 9.206, 18.727
-181.335, 2.123, 9.236, 18.760
-181.335, 1.814, 9.266, 18.793
-181.334, 1.505, 9.297, 18.826
-181.333, 1.194, 9.328, 18.859
-181.332, 0.882, 9.358, 18.892
-181.331, 0.570, 9.389, 18.925
-181.330, 0.256, 9.420, 18.958
-181.330, -0.059, 9.451, 18.991
-181.329, -0.375, 9.482, 19.024
-181.328, -0.692, 9.513, 19.057
-181.327, -1.010, 9.544, 19.090
-181.326, -1.328, 9.576, 19.123
-181.325, -1.648, 9.607, 19.156
-181.324, -1.970, 9.639, 19.189
-181.323, -2.292, 9.671, 19.222
-181.322, -2.615, 9.703, 19.255
-181.321, -2.939, 9.735, 19.288
-181.320, -3.264, 9.767, 19.321
-181.319, -3.591, 9.799, 19.354
-181.319, -3.918, 9.831, 19.387
-181.318, -4.247, 9.864, 19.420
-181.317, -4.576, 9.896, 19.453
-181.316, -4.907, 9.929, 19.486
-181.315, -5.239, 9.961, 19.519
-181.314, -5.572, 9.994, 19.552
-181.313, -5.906, 10.027, 19.585
-181.312, -6.241, 10.060, 19.618
-181.310, -6.577, 10.093, 19.651
-181.309, -6.914, 10.127, 19.684
-181.308, -7.253, 10.160, 19.717
-181.307, -7.592, 10.193, 19.750
-181.306, -7.933, 10.227, 19.783
-181.305, -8.274, 10.260, 19.816
-181.304, -8.617, 10.294, 19.849
-181.303, -8.961, 10.328, 19.882
-181.302, -9.306, 10.362, 19.915
-181.301, -9.653, 10.396, 19.948
-181.300, -10.000, 10.430, 19.981
-181.298, -10.349, 10.464, 20.014
-181.297, -10.698, 10.499, 20.047
-181.296, -11.049, 10.533, 20.080
-181.295, -11.401, 10.568, 20.113
-181.294, -11.754, 10.603, 20.146
-181.293, -12.109, 10.638, 20.179
-181.291, -12.464, 10.673, 20.212
-181.290, -12.821, 10.708, 20.245
-181.289, -13.179, 10.743, 20.278
-181.288, -13.538, 10.778, 20.311
-181.286, -13.898, 10.814, 20.344
-181.285, -14.259, 10.849, 20.377
-181.284, -14.622, 10.885, 20.410
-181.283, -14.985, 10.921, 20.443
-181.281, -15.350, 10.956, 20.476
-181.280, -15.716, 10.992, 20.509
-181.279, -16.084, 11.028, 20.542
-181.277, -16.452, 11.065, 20.575
-181.276, -16.822, 11.101, 20.608
-181.275, -17.193, 11.137, 20.641
-181.273, -17.565, 11.174, 20.674
-181.272, -17.939, 11.211, 20.707
-181.271, -18.313, 11.248, 20.740
-181.269, -18.689, 11.284, 20.773
-181.268, -19.066, 11.321, 20.806
-181.266, -19.444, 11.359, 20.839
-181.265, -19.824, 11.396, 20.872
-181.263, -20.205, 11.433, 20.905
-181.262, -20.587, 11.471, 20.938
-181.260, -20.970, 11.509, 20.971
-181.259, -21.355, 11.547, 21.004
-181.257, -21.741, 11.585, 21.037
-181.256, -22.128, 11.623, 21.070
-181.254, -22.516, 11.662, 21.103
-181.253, -22.906, 11.700, 21.136
-181.251, -23.297, 11.739, 21.169
-181.250, -23.689, 11.778, 21.202
-181.248, -24.083, 11.818, 21.235
-181.247, -24.478, 11.857, 21.268
-181.245, -24.874, 11.897, 21.301
-181.243, -25.272, 11.937, 21.334
-181.242, -25.670, 11.977, 21.367
-181.240, -26.071, 12.017, 21.400
-181.239, -26.472, 12.057, 21.433
-181.237, -26.875, 12.097, 21.466
-181.235, -27.280, 12.138, 21.499
-181.234, -27.685, 12.179, 21.532
-181.232, -28.092, 12.220, 21.565
-181.230, -28.501, 12.260, 21.598
-181.228, -28.910, 12.302, 21.631
-181.227, -29.321, 12.343, 21.664
-181.225, -29.734, 12.384, 21.697
-181.223, -30.148, 12.425, 21.730
-181.221, -30.563, 12.467, 21.763
-181.220, -30.980, 12.509, 21.796
-181.218, -31.398, 12.550, 21.829
-181.216, -31.817, 12.592, 21.862
-181.214, -32.238, 12.634, 21.895
-181.212, -32.660, 12.676, 21.928
-181.210, -33.084, 12.719, 21.961
-181.209, -33.509, 12.761, 21.994
-181.207, -33.935, 12.803, 22.027
-181.205, -34.363, 12.846, 22.060
-181.203, -34.792, 12.889, 22.093
-181.201, -35.223, 12.931, 22.126
-181.199, -35.655, 12.974, 22.159
-181.197, -36.089, 13.017, 22.192
-181.195, -36.524, 13.060, 22.225
-181.193, -36.960, 13.103, 22.258
-181.191, -37.398, 13.147, 22.291
-181.189, -37.837, 13.190, 22.324
-181.187, -38.278, 13.234, 22.357
-181.185, -38.720, 13.278, 22.390
-181.183, -39.164, 13.322, 22.423
-181.180, -39.609, 13.366, 22.456
-181.178, -40.056, 13.410, 22.489
-181.176, -40.504, 13.454, 22.522
-181.174, -40.954, 13.499, 22.555
-181.172, -41.405, 13.543, 22.588
-181.170, -41.857, 13.588, 22.621
-181.168, -42.311, 13.633, 22.654
-181.165, -42.767, 13.678, 22.687
-181.163, -43.224, 13.723, 22.720
-181.161, -43.683, 13.769, 22.753
-181.159, -44.143, 13.814, 22.786
-181.156, -44.604, 13.860, 22.819
-181.154, -45.067, 13.906, 22.852
-181.152, -45.532, 13.952, 22.885
-181.149, -45.998, 13.998, 22.918
-181.147, -46.466, 14.044, 22.951
-181.145, -46.935, 14.091, 22.984
-181.142, -47.406, 14.137, 23.017
-181.140, -47.879, 14.184, 23.050
